Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Attendance Rate
6,56,Yes,6,2,45.0,84
7,71,No,4,1,61.0,72
2,95,Yes,4,9,74.0,78
9,63,No,7,9,60.0,89
1,46,Yes,9,4,23.0,65
1,52,No,8,7,25.0,78
3,66,No,8,2,45.0,68
3,87,Yes,8,5,68.0,83
1,44,No,8,8,21.0,56
7,75,Yes,6,1,65.0,82
4,65,No,5,7,45.0,60
2,81,Yes,4,9,58.0,75
5,84,No,9,6,76.0,73
6,70,No,9,2,57.0,85
9,49,No,5,0,46.0,81
4,85,Yes,5,5,68.0,67
2,65,No,5,1,40.0,84
5,61,Yes,6,2,45.0,97
3,51,No,5,4,31.0,69
2,71,No,6,7,50.0,70
1,66,Yes,7,1,43.0,99
2,72,No,7,5,50.0,64
6,92,Yes,9,0,80.0,88
8,91,Yes,7,6,90.0,94
3,59,Yes,6,3,38.0,83
9,78,Yes,6,0,73.0,88
9,80,Yes,4,8,78.0,83
2,79,No,5,8,54.0,69
8,98,Yes,8,2,92.0,90
5,52,No,8,5,39.0,62
4,53,Yes,5,6,41.0,73
5,83,Yes,8,3,71.0,79
4,79,No,8,5,65.0,68
8,92,No,8,8,87.0,100
4,61,Yes,9,9,47.0,70
6,57,Yes,6,5,42.0,61
2,87,No,6,6,62.0,79
5,68,No,6,5,54.0,78
6,82,Yes,5,6,71.0,68
5,55,Yes,7,0,42.0,76
2,85,Yes,9,5,64.0,72
7,74,No,9,8,70.0,100
4,92,Yes,8,2,77.0,92
8,73,No,4,5,62.0,77
7,42,No,6,3,28.0,60
7,43,Yes,9,6,36.0,69
9,93,Yes,9,6,92.0,99
1,44,No,4,8,18.0,63
6,49,Yes,8,3,37.0,69
6,91,Yes,9,7,81.0,89
6,68,No,9,7,57.0,73
6,71,Yes,7,7,61.0,77
7,70,No,4,7,62.0,62
6,41,No,8,5,27.0,75
1,51,Yes,8,7,26.0,69
3,66,No,6,5,48.0,68
2,44,No,7,9,18.0,80
6,76,Yes,8,1,66.0,83
8,66,No,7,2,59.0,70
3,62,Yes,6,5,41.0,80
8,72,No,4,6,64.0,85
8,43,No,9,3,40.0,75
5,98,No,9,0,84.0,86
8,60,No,5,3,51.0,80
6,63,No,5,5,49.0,73
5,83,No,5,7,67.0,88
9,70,No,9,3,70.0,67
7,83,Yes,7,9,75.0,82
8,87,No,5,0,80.0,100
1,63,Yes,4,4,35.0,63
2,88,No,8,6,65.0,76
8,92,No,7,5,86.0,86
9,49,Yes,9,2,45.0,63
4,88,Yes,4,6,69.0,63
9,88,Yes,9,3,86.0,88
4,89,No,7,4,75.0,87
9,41,Yes,7,6,39.0,71
7,70,No,7,1,59.0,78
2,64,No,6,3,42.0,73
9,43,Yes,8,3,42.0,82
4,90,No,5,5,70.0,82
8,50,Yes,6,6,48.0,70
7,56,Yes,8,3,49.0,73
7,83,Yes,9,9,78.0,93
8,41,Yes,5,0,34.0,82
1,45,No,6,0,18.0,57
5,48,No,6,4,33.0,70
2,44,Yes,4,0,20.0,67
2,59,Yes,6,2,35.0,61
1,68,No,7,8,46.0,74
5,60,No,9,2,42.0,59
2,48,Yes,6,2,23.0,49
4,67,No,7,8,51.0,80
3,94,No,8,4,75.0,83
3,47,No,8,7,27.0,68
2,70,No,7,9,48.0,75
6,59,Yes,4,8,45.0,65
2,66,No,4,5,40.0,71
8,47,Yes,8,6,42.0,61
8,93,Yes,9,6,90.0,100
5,60,Yes,6,6,45.0,61
7,67,No,8,3,55.0,76
4,62,No,8,1,45.0,64
1,45,Yes,7,1,20.0,69
2,42,No,4,6,15.0,59
4,44,Yes,9,9,28.0,62
1,48,Yes,7,6,25.0,74
8,46,No,8,9,39.0,72
9,99,No,5,6,96.0,99
4,43,No,6,7,24.0,56
3,78,Yes,8,2,63.0,68
2,44,Yes,7,4,19.0,64
5,50,No,5,5,31.0,65
3,54,Yes,5,7,35.0,76
7,73,Yes,8,7,65.0,81
6,52,Yes,9,9,41.0,74
1,93,No,4,2,65.0,67
8,87,No,5,3,83.0,100
2,46,No,6,5,22.0,63
5,79,Yes,7,3,68.0,90
9,45,No,7,9,40.0,64
8,95,Yes,7,3,92.0,96
2,78,Yes,8,4,54.0,66
9,89,Yes,7,9,90.0,96
5,69,No,7,6,57.0,75
6,61,Yes,6,1,47.0,75
3,64,No,4,1,43.0,79
3,67,Yes,9,9,50.0,65
8,93,No,8,8,91.0,86
2,59,No,8,3,34.0,74
2,78,No,7,4,54.0,97
5,42,No,6,2,26.0,65
6,44,No,5,1,34.0,75
2,40,No,7,9,18.0,62
5,54,No,7,7,38.0,89
7,65,No,8,3,57.0,63
8,42,Yes,8,0,34.0,70
7,79,Yes,7,5,68.0,68
8,96,Yes,8,5,92.0,70
9,80,Yes,6,1,77.0,90
5,86,Yes,5,1,71.0,86
5,81,No,5,7,67.0,80
4,73,No,5,6,59.0,79
9,91,No,7,1,91.0,100
5,44,No,9,9,29.0,65
2,70,No,7,0,48.0,80
8,90,Yes,7,7,90.0,86
7,52,Yes,6,9,48.0,78
8,82,No,5,1,77.0,85
3,40,Yes,8,4,20.0,60
4,61,Yes,8,5,42.0,89
5,54,No,4,9,37.0,81
6,65,No,4,0,52.0,78
1,57,Yes,9,1,33.0,48
4,87,Yes,8,9,72.0,82
5,48,No,5,3,34.0,94
7,40,Yes,7,1,33.0,67
5,82,No,8,5,71.0,94
1,48,Yes,9,3,25.0,79
7,62,Yes,9,2,55.0,80
8,82,No,8,5,76.0,79
7,84,Yes,4,8,76.0,64
4,97,No,5,7,81.0,95
8,41,Yes,8,1,35.0,62
5,53,Yes,7,2,35.0,71
9,77,No,7,1,74.0,74
5,79,Yes,6,9,66.0,80
1,57,No,7,6,31.0,68
9,55,No,8,8,54.0,80
5,92,Yes,8,0,79.0,77
6,68,No,7,2,58.0,90
4,83,No,4,5,66.0,77
6,50,No,5,3,36.0,55
8,45,Yes,9,9,44.0,72
3,42,No,8,9,26.0,66
5,53,No,7,0,37.0,72
2,99,Yes,9,8,82.0,100
2,41,No,7,6,18.0,61
7,71,No,8,6,66.0,81
6,70,No,6,0,60.0,70
4,50,Yes,5,8,32.0,76
5,61,Yes,8,7,51.0,78
1,42,Yes,9,9,18.0,59
7,89,Yes,7,4,82.0,72
8,70,Yes,6,3,66.0,96
9,72,Yes,8,0,69.0,72
8,63,No,5,8,59.0,74
5,40,Yes,6,7,26.0,69
3,83,Yes,9,1,63.0,70
9,54,Yes,7,3,52.0,63
6,76,Yes,4,3,66.0,63
5,66,No,5,6,51.0,83
3,77,No,6,2,54.0,73
6,87,Yes,8,7,77.0,100
3,66,No,8,6,45.0,65
6,83,Yes,6,9,77.0,78
4,51,No,8,3,32.0,63
2,42,Yes,6,8,15.0,64
8,69,Yes,5,5,62.0,76
4,71,Yes,8,2,55.0,83
9,62,Yes,5,6,59.0,71
7,41,No,7,5,32.0,56
2,46,Yes,7,7,21.0,48
4,73,No,7,4,56.0,58
5,71,No,7,5,55.0,73
3,92,No,8,0,74.0,83
9,78,Yes,6,7,74.0,80
5,71,No,8,0,56.0,90
2,82,No,9,2,58.0,90
3,82,No,8,1,64.0,79
9,53,Yes,5,5,49.0,59
7,42,No,6,7,31.0,63
2,85,Yes,4,7,64.0,76
9,71,No,4,6,63.0,75
4,82,No,6,6,66.0,76
9,75,Yes,4,7,73.0,79
2,56,Yes,6,4,38.0,67
4,87,No,5,2,70.0,78
5,42,Yes,5,1,27.0,68
2,96,No,8,2,72.0,88
1,49,No,4,2,21.0,56
7,92,Yes,6,6,85.0,100
1,86,Yes,5,0,62.0,72
8,79,Yes,8,6,73.0,70
3,57,No,4,5,32.0,72
6,42,No,4,9,30.0,60
7,78,No,4,1,64.0,84
1,49,Yes,5,9,25.0,44
6,91,Yes,5,0,82.0,100
7,48,Yes,4,8,41.0,78
6,85,No,5,1,71.0,71
4,94,Yes,4,3,79.0,74
1,85,Yes,7,8,59.0,95
9,50,No,5,8,45.0,67
4,99,Yes,6,0,84.0,82
7,72,Yes,5,1,62.0,60
7,75,No,4,1,65.0,79
2,65,No,6,1,43.0,71
1,66,No,8,7,39.0,78
8,77,No,6,7,70.0,71
8,61,No,6,9,54.0,64
7,65,No,5,7,55.0,82
8,61,Yes,9,3,55.0,87
3,44,Yes,6,7,25.0,51
2,74,No,6,6,52.0,87
7,41,No,4,7,31.0,69
8,74,Yes,5,0,68.0,93
1,48,No,4,2,19.0,63
9,90,No,5,9,87.0,68
4,90,Yes,8,5,71.0,83
4,88,Yes,9,0,74.0,95
3,57,No,6,3,35.0,62
6,82,No,5,8,69.0,80
1,51,Yes,6,6,24.0,64
6,42,No,6,0,29.0,41
2,57,Yes,7,5,34.0,85
9,95,Yes,4,5,93.0,85
2,77,No,9,1,52.0,81
7,46,Yes,5,5,37.0,70
1,72,Yes,8,9,49.0,87
7,45,Yes,9,1,38.0,75
5,57,No,7,7,44.0,71
8,84,No,4,6,75.0,78
4,61,No,8,5,44.0,81
7,90,Yes,8,9,84.0,73
6,78,Yes,6,5,65.0,88
5,90,No,4,8,75.0,76
4,48,Yes,7,8,29.0,79
7,74,Yes,5,9,67.0,84
5,62,No,5,9,50.0,82
5,51,Yes,7,1,38.0,72
1,91,Yes,6,2,66.0,66
2,63,Yes,6,9,42.0,65
5,89,Yes,8,6,76.0,93
3,79,Yes,4,9,64.0,83
2,48,Yes,8,8,26.0,77
4,52,No,5,5,31.0,72
4,79,No,7,0,63.0,72
4,93,Yes,4,6,77.0,80
4,81,No,7,0,61.0,81
3,56,No,4,4,33.0,48
7,46,No,9,8,39.0,87
9,56,Yes,5,9,52.0,81
5,94,No,5,9,82.0,100
4,89,Yes,9,8,73.0,71
2,63,No,4,0,37.0,82
2,41,No,6,5,16.0,82
5,74,Yes,4,2,59.0,67
7,67,No,5,8,59.0,87
9,58,Yes,7,2,56.0,78
7,72,No,8,1,59.0,65
5,60,No,7,7,46.0,79
6,92,No,5,2,80.0,96
3,49,No,7,4,30.0,62
5,92,Yes,6,5,78.0,98
8,85,Yes,6,9,81.0,73
1,84,No,4,9,57.0,65
1,48,Yes,7,0,24.0,67
7,77,No,7,6,66.0,83
5,45,Yes,5,6,31.0,62
5,90,Yes,4,4,73.0,93
1,92,Yes,4,8,66.0,87
9,81,No,7,1,78.0,95
1,94,Yes,8,4,66.0,81
5,74,Yes,7,1,57.0,84
9,57,No,7,1,50.0,72
4,92,No,7,8,77.0,100
8,58,No,6,6,54.0,70
6,44,Yes,9,3,30.0,87
3,64,Yes,4,7,43.0,73
4,50,Yes,9,3,34.0,57
2,49,Yes,6,0,26.0,79
1,56,Yes,8,9,36.0,71
8,75,Yes,5,2,69.0,91
1,65,No,8,9,39.0,83
1,70,Yes,4,0,44.0,77
4,71,Yes,5,1,56.0,73
6,60,Yes,9,1,47.0,84
9,57,No,8,6,56.0,78
1,99,Yes,4,3,73.0,91
7,57,No,8,9,48.0,55
5,40,Yes,5,8,24.0,69
8,53,No,5,1,49.0,70
7,47,No,8,8,41.0,87
4,41,No,6,5,24.0,71
4,90,Yes,8,9,72.0,87
6,54,No,9,7,45.0,78
6,99,Yes,8,6,92.0,84
9,73,No,8,7,68.0,98
5,75,Yes,6,8,62.0,99
8,40,No,7,7,36.0,74
5,90,No,5,5,77.0,100
2,60,Yes,9,7,40.0,67
6,81,No,4,7,69.0,76
9,40,Yes,5,1,38.0,71
3,71,No,5,1,50.0,80
1,59,No,7,0,33.0,65
1,93,Yes,5,9,69.0,88
3,86,Yes,5,1,63.0,84
5,75,Yes,6,6,59.0,70
3,78,No,6,2,54.0,82
9,69,Yes,6,3,65.0,90
8,46,Yes,6,3,41.0,74
3,61,No,6,3,41.0,83
9,96,Yes,9,1,94.0,83
6,89,Yes,4,5,80.0,92
7,84,No,7,0,74.0,75
4,49,No,8,4,33.0,59
4,95,No,9,1,78.0,81
2,47,No,6,8,21.0,56
5,66,No,7,1,49.0,70
8,49,Yes,8,5,43.0,71
7,53,No,5,3,40.0,79
7,85,No,9,5,77.0,84
6,98,No,5,1,84.0,75
3,91,Yes,7,1,74.0,96
5,93,Yes,4,6,78.0,80
1,50,Yes,4,2,21.0,64
7,45,Yes,7,2,34.0,73
9,60,No,4,6,54.0,79
1,72,No,4,7,47.0,85
2,58,No,5,6,36.0,75
3,78,Yes,4,2,53.0,69
3,63,No,4,2,45.0,94
8,57,Yes,7,6,52.0,78
7,74,Yes,4,2,66.0,81
6,91,Yes,9,1,79.0,96
4,82,No,6,6,63.0,83
9,76,No,6,2,72.0,88
1,58,No,7,4,33.0,92
2,92,No,6,6,70.0,81
4,63,Yes,5,1,47.0,72
3,95,No,9,7,73.0,86
1,73,Yes,9,1,50.0,86
5,61,Yes,7,3,48.0,61
7,43,Yes,4,3,33.0,51
2,96,Yes,6,7,72.0,79
5,49,Yes,5,0,31.0,53
6,41,Yes,7,8,32.0,65
7,47,Yes,7,5,34.0,74
1,72,No,4,3,41.0,64
7,98,No,8,5,91.0,80
4,77,Yes,6,5,61.0,81
8,82,No,5,8,75.0,94
4,98,No,7,3,80.0,73
6,67,No,6,7,57.0,86
9,49,No,5,0,46.0,82
5,84,Yes,9,5,71.0,93
4,40,No,9,4,21.0,75
8,73,Yes,5,2,69.0,100
9,42,Yes,9,3,37.0,67
4,48,No,7,7,32.0,70
3,44,No,6,9,26.0,62
8,81,Yes,5,1,74.0,86
5,49,Yes,7,7,34.0,83
2,51,No,6,6,24.0,53
9,57,No,6,0,53.0,69
3,97,Yes,7,1,74.0,98
2,60,No,6,6,37.0,80
1,60,Yes,8,2,31.0,65
8,40,Yes,5,1,29.0,75
3,42,Yes,5,0,21.0,67
7,44,Yes,6,6,37.0,84
1,64,No,7,2,37.0,71
1,97,Yes,4,5,73.0,95
9,88,Yes,9,9,87.0,100
8,47,No,6,7,45.0,79
3,56,No,4,5,32.0,69
6,48,Yes,6,6,35.0,76
3,71,No,4,5,52.0,73
4,45,No,6,6,27.0,88
1,88,Yes,7,4,65.0,84
5,79,No,9,8,64.0,79
1,60,No,4,2,30.0,60
1,46,No,8,5,22.0,75
7,46,No,7,8,35.0,78
6,86,No,9,0,72.0,80
2,78,Yes,6,4,55.0,83
2,93,No,4,3,71.0,71
7,66,Yes,9,8,60.0,82
1,47,Yes,5,0,19.0,67
2,48,No,7,3,25.0,81
8,67,No,4,0,55.0,71
6,54,No,7,2,41.0,61
2,41,No,4,3,17.0,54
7,46,No,5,0,36.0,58
4,86,No,8,4,71.0,97
2,57,No,5,5,35.0,84
6,61,No,6,0,48.0,78
9,89,No,7,9,82.0,100
9,49,No,8,9,48.0,76
8,93,No,7,3,86.0,90
3,89,No,9,3,69.0,81
3,72,Yes,4,0,50.0,73
2,46,No,6,1,22.0,50
5,42,Yes,6,9,25.0,68
4,53,Yes,7,4,33.0,69
7,83,No,6,1,71.0,91
4,85,Yes,7,2,70.0,85
9,75,No,4,8,71.0,83
2,52,No,4,4,28.0,59
6,55,Yes,7,0,44.0,74
7,55,No,5,4,46.0,81
4,93,Yes,5,2,76.0,76
6,44,Yes,4,0,29.0,68
7,91,No,8,2,84.0,92
4,64,Yes,5,5,47.0,68
8,77,Yes,7,9,70.0,79
9,77,No,4,4,73.0,87
1,89,Yes,6,0,63.0,71
7,77,No,6,1,68.0,86
9,78,No,5,4,74.0,77
5,95,No,8,8,82.0,99
2,95,No,9,4,77.0,100
6,87,Yes,5,4,77.0,79
7,80,No,8,0,71.0,89
2,65,Yes,5,4,39.0,65
2,98,Yes,6,7,77.0,96
1,52,No,8,8,25.0,54
4,83,No,6,9,63.0,86
7,90,No,7,2,80.0,80
9,65,Yes,7,3,62.0,79
3,94,No,4,6,75.0,77
7,94,Yes,6,6,88.0,99
7,40,No,6,0,31.0,61
7,47,No,4,5,36.0,75
2,43,Yes,7,8,21.0,61
6,60,Yes,7,4,50.0,75
2,61,No,8,7,40.0,73
6,90,No,8,9,81.0,82
3,92,No,9,8,75.0,88
2,97,Yes,7,9,76.0,100
6,76,No,9,9,66.0,75
2,88,No,5,2,59.0,90
5,42,Yes,6,0,26.0,80
2,58,No,8,1,33.0,62
3,40,Yes,5,4,19.0,50
3,68,Yes,8,9,49.0,78
6,62,No,4,6,50.0,71
6,72,No,6,5,56.0,95
3,94,Yes,9,3,74.0,86
3,91,Yes,9,8,72.0,77
1,80,No,8,3,53.0,67
7,62,Yes,7,2,60.0,90
8,44,Yes,9,4,35.0,65
2,46,No,4,3,22.0,65
4,96,Yes,4,1,80.0,97
7,97,Yes,7,2,88.0,87
8,45,Yes,4,6,39.0,71
1,88,Yes,6,1,63.0,81
4,61,Yes,8,0,44.0,80
6,88,Yes,4,1,72.0,90
3,52,No,6,7,33.0,67
5,51,No,7,7,39.0,72
9,43,No,8,9,45.0,70
3,47,No,7,1,23.0,51
5,76,Yes,8,5,63.0,84
8,70,No,4,6,63.0,98
6,76,Yes,4,0,63.0,73
4,84,No,8,6,64.0,75
8,65,Yes,6,7,62.0,73
3,82,No,6,8,64.0,88
3,47,Yes,6,7,28.0,71
4,79,No,5,2,60.0,78
9,72,No,9,7,70.0,76
5,84,No,9,2,70.0,85
8,68,No,9,5,60.0,66
6,44,No,6,3,33.0,70
3,67,Yes,4,6,46.0,82
8,92,No,5,7,88.0,80
9,79,Yes,6,9,78.0,73
8,56,No,4,5,47.0,89
4,94,No,5,9,75.0,80
6,62,No,4,3,51.0,87
1,84,Yes,8,7,61.0,79
4,48,No,4,6,29.0,66
8,41,No,5,9,36.0,74
1,71,Yes,6,7,44.0,65
3,90,Yes,9,9,75.0,87
1,91,Yes,5,6,63.0,78
9,88,Yes,6,2,85.0,78
2,70,No,6,2,46.0,77
9,46,Yes,7,8,44.0,71
4,69,Yes,8,6,55.0,76
2,97,No,7,0,76.0,75
4,42,Yes,9,2,25.0,80
6,90,Yes,5,0,74.0,94
7,90,Yes,7,5,79.0,96
3,95,No,9,1,75.0,83
3,48,Yes,6,6,28.0,51
8,49,Yes,5,7,44.0,91
5,85,Yes,7,5,72.0,84
4,89,No,4,4,72.0,78
7,97,No,9,9,94.0,98
7,86,Yes,9,3,79.0,98
9,65,No,8,8,64.0,81
9,40,Yes,4,7,35.0,81
5,69,No,5,4,54.0,87
8,96,No,7,0,90.0,82
1,77,Yes,6,7,52.0,71
9,54,Yes,7,7,50.0,85
8,64,Yes,5,6,58.0,54
6,45,No,5,6,33.0,68
3,57,Yes,5,7,38.0,58
3,40,No,5,0,17.0,58
8,95,No,9,2,90.0,89
5,42,Yes,7,3,32.0,65
7,56,No,4,5,46.0,69
5,87,No,6,9,76.0,76
8,47,Yes,6,9,45.0,95
4,99,No,8,8,81.0,100
2,88,No,9,3,66.0,72
3,79,Yes,5,5,59.0,94
8,56,Yes,5,8,54.0,74
7,64,Yes,5,8,59.0,81
2,80,No,9,5,55.0,77
6,51,No,4,4,36.0,64
9,68,No,5,2,66.0,91
4,64,Yes,8,4,47.0,76
9,90,No,8,2,89.0,87
2,75,No,4,4,50.0,64
2,92,No,9,9,69.0,75
9,93,Yes,5,9,94.0,79
7,64,Yes,7,0,54.0,78
7,68,Yes,7,5,60.0,69
1,50,No,6,6,22.0,62
6,99,No,4,1,84.0,100
7,43,Yes,7,2,34.0,80
6,53,Yes,6,9,40.0,72
6,85,No,8,8,78.0,86
2,77,Yes,6,7,56.0,95
6,56,No,5,3,45.0,79
4,41,Yes,5,7,23.0,62
9,47,Yes,8,7,45.0,61
1,75,Yes,4,5,50.0,79
8,49,No,9,0,37.0,78
5,46,Yes,5,1,29.0,62
1,75,No,5,3,44.0,76
4,55,Yes,6,3,38.0,68
1,53,Yes,6,1,24.0,64
6,55,No,6,8,43.0,50
2,64,No,7,1,39.0,69
5,80,Yes,8,5,70.0,93
7,43,No,4,4,37.0,65
2,68,Yes,6,3,47.0,75
6,95,No,4,5,85.0,83
6,45,No,6,3,32.0,72
5,40,Yes,5,8,24.0,63
5,78,Yes,4,9,60.0,71
3,40,No,7,6,20.0,76
2,90,No,6,2,66.0,91
7,79,Yes,9,9,74.0,80
1,96,No,8,3,70.0,89
6,42,No,5,0,25.0,71
6,40,No,6,5,25.0,72
3,40,No,4,1,20.0,48
2,78,Yes,6,3,59.0,89
2,60,Yes,5,4,33.0,64
9,84,No,8,7,81.0,85
5,69,No,8,2,51.0,100
7,71,Yes,8,5,64.0,84
5,72,No,9,0,58.0,76
7,87,No,5,8,78.0,67
4,61,No,9,0,43.0,86
8,69,No,9,1,64.0,69
7,93,No,6,0,85.0,81
5,85,Yes,5,7,73.0,82
6,43,No,5,3,32.0,81
5,62,No,6,1,46.0,81
7,94,No,7,6,85.0,89
2,83,Yes,9,7,64.0,84
5,64,No,8,8,50.0,70
3,51,No,4,4,29.0,69
9,56,Yes,9,2,53.0,78
6,92,Yes,4,0,83.0,98
3,54,Yes,6,7,36.0,79
7,49,Yes,4,5,37.0,75
4,74,No,7,4,57.0,75
3,94,No,5,6,75.0,93
8,91,No,8,4,84.0,89
4,91,Yes,4,3,74.0,76
1,68,No,4,4,40.0,68
6,51,Yes,6,6,37.0,71
1,40,Yes,6,5,11.0,68
5,40,No,5,9,28.0,65
7,49,Yes,8,9,40.0,61
6,57,Yes,4,8,47.0,75
2,86,No,5,9,65.0,83
4,41,No,8,1,22.0,66
2,88,Yes,5,6,66.0,91
1,47,No,4,0,19.0,73
3,61,No,6,7,43.0,68
3,61,Yes,6,3,41.0,67
7,65,Yes,6,7,56.0,69
1,65,No,7,7,42.0,79
9,48,No,5,3,45.0,87
6,60,Yes,4,3,46.0,71
4,70,No,5,4,51.0,74
3,91,Yes,6,6,74.0,99
3,82,Yes,9,5,67.0,87
2,45,No,9,0,21.0,68
2,95,No,5,5,73.0,74
5,53,No,8,2,39.0,78
9,72,No,9,8,69.0,75
2,46,No,9,2,24.0,55
2,63,Yes,5,8,36.0,67
6,48,No,7,4,38.0,66
2,50,Yes,7,9,29.0,65
4,95,No,6,7,72.0,72
6,62,Yes,4,8,48.0,84
5,87,No,8,8,71.0,95
1,90,No,4,6,61.0,63
6,41,Yes,4,9,29.0,76
1,54,No,8,0,31.0,61
3,74,No,7,7,56.0,86
5,75,Yes,9,6,62.0,80
5,91,Yes,6,3,78.0,88
6,93,Yes,5,5,83.0,88
8,67,No,7,9,65.0,93
5,78,Yes,6,1,65.0,71
1,83,Yes,9,3,59.0,85
5,43,No,7,7,26.0,76
3,49,No,8,3,32.0,75
4,45,No,4,9,27.0,88
8,96,No,8,3,89.0,87
7,69,No,9,3,57.0,87
5,93,No,5,9,77.0,86
2,85,Yes,8,8,65.0,93
6,74,Yes,9,1,63.0,81
6,88,No,4,6,78.0,84
6,82,Yes,7,2,74.0,98
9,49,Yes,6,3,41.0,68
8,97,Yes,9,0,90.0,79
8,92,Yes,9,2,88.0,87
1,71,No,5,1,47.0,80
5,81,No,7,9,66.0,95
7,81,Yes,9,6,75.0,87
6,42,No,9,5,29.0,79
5,95,Yes,6,0,80.0,76
8,65,Yes,4,7,59.0,75
3,54,No,8,8,34.0,67
6,56,Yes,7,0,47.0,74
5,66,No,6,4,53.0,78
8,57,No,6,6,50.0,82
4,90,No,8,1,72.0,81
8,58,No,7,5,54.0,79
2,51,No,7,7,28.0,67
9,63,No,4,7,59.0,71
9,44,No,7,9,40.0,71
6,63,No,9,9,55.0,77
4,66,No,8,7,49.0,74
4,87,Yes,7,5,70.0,84
6,69,No,4,5,57.0,79
5,54,Yes,6,2,39.0,67
6,86,No,9,1,75.0,98
7,98,Yes,7,4,87.0,80
7,77,No,8,8,70.0,77
9,83,No,7,3,76.0,100
8,73,No,5,4,68.0,74
6,66,Yes,4,5,53.0,65
6,59,Yes,6,5,48.0,82
5,80,No,5,3,63.0,62
1,71,Yes,8,3,47.0,73
9,43,No,7,7,38.0,91
9,44,Yes,4,4,43.0,59
9,92,Yes,9,4,90.0,74
8,97,Yes,7,8,95.0,80
3,47,No,7,3,24.0,74
1,61,Yes,7,6,35.0,80
8,81,Yes,9,4,75.0,81
7,46,No,7,8,37.0,77
5,61,No,4,7,46.0,87
7,85,Yes,9,7,80.0,100
4,69,Yes,9,9,55.0,76
9,76,No,5,9,71.0,63
2,55,No,8,2,32.0,61
9,54,No,9,8,51.0,72
9,44,No,5,7,43.0,71
5,42,No,4,2,23.0,63
1,62,Yes,8,9,37.0,81
7,49,No,9,0,40.0,83
4,44,No,6,4,24.0,64
9,62,Yes,5,3,60.0,90
6,54,No,4,7,44.0,77
3,57,No,4,5,34.0,70
6,64,No,4,9,51.0,85
6,47,Yes,8,4,39.0,72
5,70,No,7,8,57.0,97
2,60,No,6,5,36.0,57
2,41,No,8,2,16.0,57
7,61,No,8,5,52.0,76
2,47,Yes,9,3,25.0,70
6,62,Yes,5,4,51.0,88
5,71,No,6,5,56.0,78
4,47,No,4,8,27.0,54
7,43,No,8,2,33.0,77
8,69,No,6,0,60.0,87
4,58,No,5,1,39.0,54
1,62,No,7,7,41.0,72
1,57,No,6,3,35.0,55
1,92,Yes,4,6,67.0,77
1,68,No,8,1,39.0,63
5,62,Yes,7,9,51.0,84
4,72,Yes,5,7,56.0,79
9,91,No,4,9,93.0,82
3,86,Yes,7,8,68.0,91
7,57,Yes,9,6,49.0,62
8,93,Yes,9,9,88.0,94
6,83,No,5,0,72.0,77
1,72,Yes,4,1,44.0,70
8,46,Yes,8,8,41.0,77
3,90,No,5,9,69.0,88
8,67,No,7,6,66.0,95
4,40,Yes,4,2,20.0,63
8,95,No,9,4,92.0,96
1,78,No,9,0,53.0,73
3,73,Yes,6,9,50.0,78
6,78,Yes,4,2,70.0,88
9,58,Yes,7,3,51.0,75
2,70,No,7,3,45.0,57
1,52,Yes,6,6,25.0,69
3,96,Yes,7,4,75.0,89
4,63,No,4,8,45.0,68
5,44,No,9,6,29.0,56
3,62,No,5,1,43.0,86
2,58,No,9,7,38.0,75
2,40,Yes,9,1,16.0,60
7,72,Yes,4,6,61.0,70
9,98,Yes,7,4,95.0,87
2,89,No,6,9,65.0,94
7,95,Yes,6,5,85.0,91
7,72,No,8,3,66.0,77
7,71,No,6,4,61.0,85
3,98,No,6,4,79.0,80
7,67,Yes,7,6,59.0,93
1,76,No,5,3,52.0,89
1,80,Yes,5,4,56.0,74
5,51,Yes,7,3,37.0,65
2,48,Yes,6,3,29.0,43
9,89,No,4,7,84.0,76
7,94,Yes,9,4,87.0,79
4,50,Yes,9,8,36.0,71
4,72,No,5,4,56.0,75
2,58,Yes,7,7,34.0,57
5,93,No,4,2,77.0,84
4,96,Yes,6,6,80.0,93
1,81,No,7,0,59.0,84
8,73,No,5,4,68.0,66
3,46,No,4,1,26.0,65
6,70,No,4,7,57.0,66
4,91,No,5,5,72.0,93
9,41,Yes,4,4,36.0,77
7,58,Yes,9,2,51.0,68
9,77,Yes,5,0,76.0,79
3,71,Yes,9,9,51.0,72
1,49,No,7,9,28.0,46
5,80,No,8,9,69.0,87
3,47,Yes,6,9,30.0,65
6,65,No,7,7,56.0,87
8,69,Yes,9,4,64.0,72
4,50,No,6,8,33.0,63
5,80,No,6,6,67.0,69
5,59,Yes,9,0,45.0,65
4,99,Yes,9,0,84.0,79
4,59,No,5,6,40.0,81
4,48,Yes,8,6,33.0,63
4,47,Yes,9,8,31.0,69
4,99,Yes,6,1,81.0,85
5,54,Yes,6,6,38.0,59
2,73,No,7,1,48.0,74
2,63,No,8,9,39.0,77
9,72,No,8,9,71.0,73
2,80,No,6,1,55.0,85
6,80,Yes,8,4,70.0,76
2,84,Yes,7,8,65.0,78
5,79,Yes,5,8,65.0,87
4,66,No,6,9,49.0,69
7,60,No,4,0,49.0,76
7,44,No,6,6,35.0,67
6,74,No,6,9,62.0,82
5,60,Yes,5,9,48.0,53
1,43,Yes,9,2,18.0,46
